序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,is_indoor,nearest_station,aqi_value,distance_m,distance_km
1519,嘉義縣大埔鄉,茄苳村,茄苳村竹圍仔5號,120.591,23.2933,大埔國中小國中室內,茄苳村,137,"水災,震災,土石流",總務主任,05-2521014-203,是,否,否,True,嘉義,84,24391.765673966085,24.391765673966084
1520,嘉義縣大埔鄉,茄苳村,茄苳村竹圍仔5號,120.591,23.2933,大埔國中小國中室外,茄苳村,200,震災,總務主任,05-2521334,否,是,否,True,嘉義,84,24391.765673966085,24.391765673966084
1521,嘉義縣大埔鄉,茄苳村,8鄰坪林24號,120.5857,23.2934,大埔國中小坪林分校-室內,茄苳村,54,"水災,土石流",茄苳村幹事,05-2521310轉28,是,否,否,True,嘉義,84,24046.691015718767,24.046691015718768
1522,嘉義縣大埔鄉,茄苳村,茄苳村竹圍仔38之1號,120.5902,23.2938,茄苳活動中心,茄苳村,34,水災,茄苳村幹事,05-2521024-103,是,否,否,True,嘉義,84,24297.332330120345,24.297332330120344
1523,嘉義縣大埔鄉,大埔村,大埔村57號,120.5917,23.2944,大埔國中小國小室內,大埔村,50,"水災,土石流",總務主任,05-2521024,是,否,否,True,嘉義,84,24342.157111155528,24.342157111155526
1524,嘉義縣大埔鄉,大埔村,大埔村57號,120.5917,23.2944,大埔國中小國小室外,大埔村,200,震災,總務主任,05-2521310轉29,否,是,否,True,嘉義,84,24342.157111155528,24.342157111155526
1525,臺南市東山區,東河里,2鄰東河16-1號,120.3857,23.2945,臺南市東山區東河活動中心,東河里,70,水災,吳火生,06-6232966,是,否,是,True,新營,72,7109.45977414233,7.10945977414233
1526,嘉義縣大埔鄉,大埔村,607嘉義縣大埔鄉53之2號,120.5932,23.2949,大埔圖書館,大埔村,20,水災,黃金菊,05-2521310轉36,是,否,否,True,嘉義,84,24396.585866880952,24.39658586688095
1527,臺南市新營區,太北里,太子宮45-2號、45-9號,120.2743,23.2955,臺南市新營區太子爺廟香客大樓,嘉芳里、太北里,150,"水災,震災",曾文貞,06-6524038,是,是,是,True,新營,72,4534.425615131018,4.534425615131019
1528,花蓮縣卓溪鄉,卓清村,12鄰18號,121.2703,23.2956,卓樂社區活動中心,卓清村卓樂社區,50,"水災,土石流",劉筠捷,03-8885593,是,否,是,True,關山,29,29877.69097755889,29.877690977558892
1529,臺東縣長濱鄉,竹湖村,2鄰永福26-2號,121.434067,23.296186,永福社區活動中心,竹湖村,140,"水災,震災,土石流,海嘯",蔡利木,089-831930,是,是,是,True,關山,29,39363.598547371425,39.363598547371424
1530,嘉義縣阿里山鄉,茶山村,3鄰47號,120.666773,23.298248,茶山國小室內,茶山村,30,"水災,震災",吳世全,05-2513014,是,是,否,True,嘉義,84,29522.522209226427,29.522522209226427
1532,臺南市新營區,南興里,建業路191號,120.298,23.299,臺南市新營區南梓國民小學,南興里、南紙里,700,"水災,震災",林志展,06-6562904,是,是,是,True,新營,72,2101.6157642216604,2.1016157642216604
1534,臺南市鹽水區,舊營里,舊營117號,120.25746,23.299369,臺南市鹽水區仁光國小,舊營里、桐寮里,220,"水災,震災",陳岳男,06-6523620,是,是,是,True,新營,72,6155.08430934351,6.1550843093435095
1535,臺南市新營區,興業里,公誠街5號,120.3189,23.3036,臺南市新營區公誠國民小學,永生里、興業里、興安里、中營里,650,"水災,震災",陳桂霖,06-6323071#804,是,是,是,True,新營,72,281.37791787006836,0.2813779178700684
1536,臺南市新營區,延平里,公園路一段136號,120.3063,23.3052,臺南市新營區新民國民小學,民榮里、好平里、延平里、新南里,500,"水災,震災",王秋雅,06-6562152#204,是,是,是,True,新營,72,1121.062720074402,1.121062720074402
1537,臺南市新營區,民權里,中正路4號,120.3165,23.3062,臺南市新營區新營國民小學,民權里,1150,"水災,震災",黃明漢,06-6320374,是,是,是,True,新營,72,99.1358768853743,0.0991358768853743
1538,嘉義縣義竹鄉,西過村,279號,120.2082,23.3064,過路國小-室內,東過 西過 官順 官和,30,水災,謝桐偉校長,05-3437884,是,否,否,True,新營,72,11154.713403444188,11.154713403444187
1539,嘉義縣義竹鄉,西過村,279號,120.2082,23.3064,過路國小-室外,東過、西過、官和、官順,300,震災,謝桐偉,3420104,否,是,否,True,新營,72,11154.713403444188,11.154713403444187
1540,嘉義縣義竹鄉,官順村,356號,120.1817,23.3067,和順國小-室外,官和 官順,200,震災,張文良校長,3427394,否,是,否,True,新營,72,13865.517779472617,13.865517779472617
1542,臺南市新營區,大宏里,民族路21-62號,120.3181,23.3085,臺南市新營區大宏王公社區活動中心,大宏里,150,水災,王瑞和,06-6373770,是,否,是,True,新營,72,329.1914150234406,0.32919141502344057
1543,臺南市新營區,民生里,民治路65號,120.3088,23.3092,臺南市新營區南新國民中學,三仙里、民生里、新北里,1450,"水災,震災",沈志衿,06-6563129#15,是,是,是,True,新營,72,950.3005887063961,0.9503005887063961
1544,臺南市白河區,六溪里,六溪26號,120.4595,23.3092,河東國小六溪分校,六溪里,112,"水災,土石流",蔡育諭,06-6852442,是,否,是,True,新營,72,14555.207551161866,14.555207551161866
1545,臺南市東山區,聖賢里,19鄰聖賢50-4號,120.3472,23.3096,臺南市東山區聖賢里頂田活動中心,聖賢里,72,水災,林俊儀,06-6331119,是,否,是,True,新營,72,3094.7588116808574,3.0947588116808573
1547,臺東縣長濱鄉,長濱村,15鄰180號,121.458956,23.314728,長濱國中,長濱村,140,"水災,震災,土石流,海嘯",校長王中興,089-831017,是,是,是,True,關山,29,42617.696224842904,42.6176962248429
1548,臺南市新營區,忠政里,中正路41號,120.3164,23.315,臺南市新營區新進國民小學,忠政里、埤寮里、護鎮里,850,"水災,震災",許坤鎮,06-6322378#103,是,是,是,True,新營,72,1040.9756691974924,1.0409756691974923
1549,嘉義縣大埔鄉,永樂村,4鄰埔頂13-1號,120.5801,23.3156,埔頂集會所,永樂村,17,"水災,土石流",永樂村幹事,05-2521310轉28,是,否,否,True,嘉義,84,21779.776920613982,21.779776920613983
1550,臺南市新營區,新東里,東學路77號,120.3273,23.3161,臺南市新營區新泰國民小學,新東里,300,"水災,震災",林佳惠,06-6330496#804,是,是,是,True,新營,72,1549.2880475449113,1.5492880475449113
1551,臺南市東山區,東中里,青葉路一段132號,120.4031,23.3166,臺南市東山區東山國中,全區,1000,"水災,震災",黃旭陽,06-6802175,是,是,是,True,新營,72,8864.44076085606,8.86444076085606
1552,臺南市鹽水區,橋南里,月津路16號,120.2663,23.3168,臺南市鹽水區月津國小,橋南里、舊營里、岸內里、孫厝里、桐寮里,770,"水災,震災",楊淑敏,06-6521113,是,是,是,True,新營,72,5356.0160107697975,5.356016010769798
1554,臺南市鹽水區,橋南里,治水路254-1號,120.2635,23.3179,臺南市鹽水區老人文康中心,後宅里、水正里、下中里,150,水災,楊晴如,06-6521038#115,是,否,是,True,新營,72,5663.017468722313,5.663017468722313
1555,花蓮縣玉里鎮,樂合里,樂合65-5號,121.345,23.3183,樂合社區活動中心,樂合里,35,"水災,土石流",陳阿洲,03-8887126,是,否,否,True,關山,29,35589.53568309174,35.58953568309174
1557,臺南市新營區,土庫里,土庫71之1號,120.3452,23.3197,臺南市新營區土庫國民小學,土庫里,300,震災,蕭彥鈞,06-6362323#112,否,是,是,True,新營,72,3255.6481396803183,3.2556481396803183
1558,臺南市鹽水區,中境里,三福路63號,120.2631,23.3213,臺南市鹽水區鹽水國中,武廟里、岸內里、中境里、水仙里,530,"水災,震災",方崑合,06-6521075,是,是,是,True,新營,72,5803.906210718946,5.803906210718946
1559,花蓮縣玉里鎮,源城里,水源57-1號,121.3004,23.3219,源城社區活動中心,源城里,35,"水災,土石流",徐永成,03-8889333,是,否,否,True,關山,29,33772.626627335325,33.77262662733533
1560,臺南市鹽水區,水秀里,朝琴路137號,120.2707,23.3226,臺南市鹽水區鹽水國小,汫水里、水秀里、福得里、岸內里、三生里,390,"水災,震災",盧彥賓,06-6521046,是,是,是,True,新營,72,5118.505848250153,5.118505848250153
1561,臺南市東山區,東中里,青葉路二段49號,120.4048,23.3234,臺南市東山區東山國小,全區,800,"水災,震災",蔡青?,06-6802274,是,是,是,True,新營,72,9168.114660883233,9.168114660883234
1563,臺東縣長濱鄉,三間村,2鄰12號,121.439437,23.32597,真柄社區活動中心,三間村,100,"水災,震災,土石流,海嘯",高志偉,089-831567,是,是,是,True,關山,29,42125.485021628665,42.12548502162866
1565,臺南市後壁區,福安里,福安170-2號,120.3567,23.3288,臺南市後壁區福安社區活動中心,福安里,45,水災,廖國龍,06-6872284#303,是,否,是,True,新營,72,4781.43550973184,4.78143550973184
1566,臺東縣長濱鄉,長濱村,24鄰長光105-1號,121.461868,23.329484,長光社區活動中心,長濱村,110,"水災,震災,土石流,海嘯",高德勝,089-831923,是,是,是,True,關山,29,43984.5414722047,43.9845414722047
1567,臺南市鹽水區,岸內里,新岸內96號,120.2609,23.3295,臺南市鹽水區岸內國小,義稠里、下中里,50,"水災,震災",蘇淑娟,06-6524651,是,否,是,True,新營,72,6340.529085798225,6.3405290857982255
1568,嘉義縣布袋鎮,新民里,新塭374號,120.1606,23.3303,新塭國小-室內,新民里,193,水災,周姿吟,05-3431064,是,否,否,True,新營,72,16253.108539209656,16.253108539209656
1569,嘉義縣布袋鎮,新民里,新塭374號,120.160148,23.330464,新塭國小-室外,新民里、復興里,1139,震災,謝燕慧,05-3431064,否,是,否,True,新營,72,16301.72748603316,16.30172748603316
1570,臺南市白河區,關嶺里,關嶺94之3號,120.5074,23.3307,仙草國小關嶺分校,關嶺里,1033,震災,黃萍靖,06-6822317,否,是,是,True,嘉義,84,16315.13237581623,16.31513237581623
1571,臺東縣長濱鄉,忠勇村,58號,121.43699,23.331466,忠勇國小,忠勇村,130,"水災,震災,土石流",潘金枝,089-832412,是,是,是,True,關山,29,42409.732259950375,42.409732259950374
1572,臺南市後壁區,長安里,長安105-1號,120.3564,23.3323,臺南市後壁區長安社區活動中心,長安里,50,水災,黃秀梅,06-6872284#303,是,否,是,True,新營,72,4975.3545898142,4.9753545898142
1573,臺南市後壁區,頂安里,頂安91-1號,120.3525,23.3327,臺南市後壁區頂安社區活動中心,頂安里,150,水災,林丁和,06-6872284#303,是,否,是,True,新營,72,4688.557114027374,4.6885571140273745
1574,嘉義縣義竹鄉,仁里村,333-1號,120.241899,23.33444,義竹鄉老人文康中心,"全鄉,",50,水災,顏蔡鄉長淑惠,05-3412001,是,否,否,True,新營,72,8340.807547946473,8.340807547946474
1575,臺南市後壁區,烏樹里,烏樹78號,120.3777,23.3347,臺南市後壁區烏樹社區活動中心,烏樹里,20,"水災,震災",詹國鐘,06-6872284#303,是,是,是,True,新營,72,6970.301535359445,6.970301535359445
1578,臺南市白河區,大林里,檨子林20之16號,120.4412,23.3357,大林社區活動中心,大林里,65,"水災,土石流",曾遠增,06-6858659,是,否,是,True,新營,72,13106.817092148414,13.106817092148415
1580,嘉義縣義竹鄉,六桂村,208號,120.2456,23.3359,義竹國小中正堂,全鄉,250,震災,顏蔡鄉長淑惠,05-3412001,否,是,否,True,新營,72,8058.24173388355,8.05824173388355
1581,嘉義縣義竹鄉,六桂村,208號,120.2456,23.3359,義竹國小-室外,全鄉,1000,震災,林校長曜輝,05-3412025,否,是,否,True,新營,72,8058.24173388355,8.05824173388355
1582,嘉義縣義竹鄉,平溪村,1號,120.2463,23.3368,南興國小東華分校-室內,後鎮 平溪 新店 北華,40,水災,蔡志榮校長,05-3427394,是,否,否,True,新營,72,8035.475378576275,8.035475378576274
1583,嘉義縣義竹鄉,平溪村,1號,120.2463,23.3368,南興國小東華分校-室外,後鎮 平溪 新店 北華,100,震災,蔡校長志榮,05-3426194,否,是,否,True,新營,72,8035.475378576275,8.035475378576274
1585,嘉義縣布袋鎮,好美里,虎尾寮106號,120.13813,23.337005,好美國小-室外,好美里,856,震災,蔡旭宮,05-3431524,否,是,否,True,朴子,66,18105.07564698219,18.10507564698219
1586,嘉義縣布袋鎮,好美里,虎尾寮106號,120.1379,23.3373,好美國小-室內,好美里,45,水災,蔡旭宮,05-3431524,是,否,否,True,朴子,66,18094.01107429989,18.094011074299893
1588,嘉義縣阿里山鄉,新美村,4鄰78號,120.683345,23.337733,新美國小室內,新美村,160,"水災,震災",林坤杉,05-2513015,是,是,否,True,嘉義,84,28464.342470857264,28.464342470857265
1589,花蓮縣玉里鎮,東豐里,東豐石岡32之1號,121.3399,23.3389,東豐社區活動中心,東豐里,25,"水災,土石流",黎煥發,03-8883720,是,否,否,True,關山,29,37289.49218367205,37.28949218367205
1590,嘉義縣義竹鄉,新店村,77號,120.1928,23.3408,南興國小-室外,新店 北華 平溪,240,震災,蔡志榮校長,05-3412025,否,是,否,True,新營,72,13310.503944940283,13.310503944940283
1591,嘉義縣布袋鎮,新岑里,郭岑寮7號之26,120.171569,23.340872,新岑社區活動中心,新岑里,62,水災,蔡裕閔,911779708,是,否,否,True,新營,72,15402.012696726919,15.402012696726919
1592,臺南市後壁區,竹新里,竹新33號,120.3013,23.3422,臺南市後壁區新厝活動中心,竹新里、新厝里,40,"水災,震災",王虎雄,06-6872284,是,是,是,True,新營,72,4365.788961004571,4.365788961004571
1593,嘉義縣義竹鄉,岸腳村,59-2號,120.24985,23.34264,義竹國中-室外,岸腳 義竹 仁里 六桂 傳芳,1000,震災,曾崇賢,05-3412025,否,是,否,True,新營,72,8019.49096389136,8.019490963891359
1594,嘉義縣布袋鎮,新岑里,郭岑寮4號,120.174442,23.34271,新岑國小-室外,新岑里,134,震災,謝貞如,05-3431525,否,是,否,True,新營,72,15171.669580076908,15.171669580076909
1595,臺南市後壁區,竹新里,竹新106號,120.3023,23.3433,臺南市後壁區竹新社區活動中心,竹新里,70,水災,王虎雄,06-6872284#303,是,否,是,True,新營,72,4442.787557608477,4.442787557608477
1596,臺南市白河區,仙草里,仙草22號,120.4738,23.3439,仙草國小,仙草里,166,"水災,土石流",呂郁靜,06-6854144,是,否,是,True,嘉義,84,13793.621351833204,13.793621351833204
1597,臺南市白河區,河東里,河東83-1號,120.4378,23.3443,河東國小,河東里、大林里、虎山里、崁頭里,405,震災,蕭敏華,06-6852527,是,是,是,True,新營,72,13051.171332924476,13.051171332924476
1598,臺南市後壁區,新嘉里,新嘉210-2號,120.316,23.3444,臺南市後壁區新嘉國小,新嘉里,400,"水災,震災",林良駿,06-6621981,是,是,是,True,新營,72,4295.122589319024,4.295122589319024
1599,臺南市白河區,仙草里,仙草埔7之5號,120.4734,23.3449,仙草社區活動中心,仙草里,30,"水災,土石流",謝麗玫,06-6831963,是,否,是,True,嘉義,84,13676.291775226096,13.676291775226096
1600,臺南市白河區,河東里,糞箕湖80之19號,120.4365,23.3456,河東農村社區活動中心,河東里、大林里、虎山里、崁頭里,200,"水災,土石流",吳明凱,06-6830453,是,否,是,True,新營,72,12974.00413204745,12.974004132047451
1601,花蓮縣卓溪鄉,卓溪村,7鄰73號,121.3038,23.3457,卓溪多功能活動中心,卓溪村,50,"水災,土石流",施慧玉,03-8980525,是,否,否,True,關山,29,36318.98675363335,36.31898675363335
1602,臺南市後壁區,嘉苳里,嘉苳67-2號,120.3637,23.351,臺南市後壁區嘉苳社區活動中心,嘉苳里,120,水災,林虔彪,06-6872284#303,是,否,是,True,新營,72,6914.311714783039,6.914311714783039
1604,臺南市白河區,永安里,三民路448號,120.4157,23.351,白河國小,白河里、永安里、秀祐里、外角里,200,"水災,土石流",董勝雄,06-6852177,是,否,是,True,新營,72,11252.191680957993,11.252191680957992
1605,臺南市白河區,永安里,新興路528號,120.4164,23.3527,白河商工,白河里、永安里、秀祐里、外角里,265,"水災,土石流",邱進興,06-6852054,是,否,是,True,新營,72,11401.065885384023,11.401065885384023
1606,臺南市後壁區,仕安里,仕安72號,120.32,23.3539,臺南市後壁區仕安社區活動中心,仕安里,200,"水災,震災",廖育諒,06-6872284#303,是,是,是,True,新營,72,5352.6840740758435,5.352684074075843
1607,臺東縣長濱鄉,長濱村,7鄰48號,121.469004,23.355514,長濱鄉老人會館,長濱村,80,"水災,土石流,海嘯",石晶瑩,089-832596,否,否,否,True,關山,29,46580.22491296435,46.580224912964354
1608,臺東縣長濱鄉,三間村,7鄰16號,121.467768,23.35573,三間國民小學,三間村,110,"水災,震災,土石流,海嘯",校長李秀琴,089-831306#204,是,是,是,True,關山,29,46512.61211680472,46.51261211680472
1609,嘉義縣中埔鄉,石?村,石?村藤寮54號,120.5413,23.3558,中山藤寮分校童軍營區前排教室-室內,石?村,50,土石流,李崇傑,05-2531684,是,否,否,True,嘉義,84,15817.91742062831,15.81791742062831
1610,嘉義縣番路鄉,草山村,永興22號,120.5914,23.3566,大埔國小永興分校舊校址-室內,草山村,22,土石流,鄭永章,05-2931013,是,否,否,True,嘉義,84,19468.056583673373,19.468056583673373
1611,嘉義縣布袋鎮,光復里,六棟寮40號,120.1809,23.3595,布袋國中-室內,光復里,187,水災,張智雄,05-3472044,是,否,否,True,朴子,66,13573.899317558617,13.573899317558617
1612,嘉義縣布袋鎮,光復里,六棟寮40號,120.1809,23.3595,布袋國中-室外,光復里、永安里,424,震災,邵冰瑩,05-3472044,否,是,否,True,朴子,66,13573.899317558617,13.573899317558617
1613,澎湖縣望安鄉,西安村,西安村36-1號,119.496973,23.361206,望安鄉多功能活動中心,望安鄉,150,,歐金星,06-9991311,否,否,否,True,馬公,61,24081.942068009354,24.081942068009354
1614,臺南市白河區,昇安里,三間厝220號,120.4239,23.3614,白河國中,昇安里、庄內里,250,"水災,土石流",于淑英,06-6852067,是,否,是,True,嘉義,84,11585.02854562251,11.58502854562251
1615,嘉義縣中埔鄉,隆興村,2鄰8號,120.5476,23.3627,社口國小 室外,隆興村、社口村,50,土石流,朱家輝,05-2531094#113,是,否,否,True,嘉義,84,15681.924986832892,15.681924986832891
1616,臺南市後壁區,平安里,平安58-5號,120.3334,23.3632,臺南市後壁區平安社區活動中心,平安里,70,水災,廖春旗,06-6622190,是,否,是,True,新營,72,6585.661874582797,6.585661874582797
1618,臺南市後壁區,頂長里,長短樹58號,120.3293,23.3659,臺南市後壁區頂長社區活動中心,頂長里,40,水災,蕭國瑞,06-6872284#303,是,否,是,True,新營,72,6787.025279924257,6.787025279924257
1619,彰化縣二林鎮,西平里,莊敬街26號,120.366378,23.366378,西平社區活動中心,本里,18,"水災,土石流,海嘯",蘇國雄,48960778,否,否,否,True,新營,72,8396.097357102908,8.396097357102908
1620,彰化縣二林鎮,香田里,儒林路10-1號,120.366378,23.366378,香田國小,香田里,60,"水災,震災,土石流,海嘯",陳麗梅,48967708,否,否,否,True,新營,72,8396.097357102908,8.396097357102908
1621,彰化縣二林鎮,中西里,中三路1號,120.366378,23.366378,中西社區活動中心,本李,60,"水災,土石流,海嘯",洪正男,48967561,否,否,否,True,新營,72,8396.097357102908,8.396097357102908
1622,彰化縣二林鎮,廣興里,廣興巷2-1號,120.366378,23.366378,廣興國小,廣興里,75,"水災,震災,土石流,海嘯",詹金水,48955009,否,否,否,True,新營,72,8396.097357102908,8.396097357102908
1623,彰化縣二林鎮,北平里,明德街249號,120.366378,23.366378,老人文康活動中心,本李,303,"水災,土石流,海嘯",陳凱偉,48961008,否,否,否,True,新營,72,8396.097357102908,8.396097357102908
1624,臺南市後壁區,後壁里,後壁193號,120.3664,23.3673,臺南市後壁區後壁侯伯社區活動中心,後壁里、侯伯里,150,水災,陳志成,06-6872284#303,是,否,是,True,新營,72,8479.450291926465,8.479450291926465
1625,臺南市白河區,大竹里,大竹3號,120.4127,23.3683,大竹國小,大竹里,30,"水災,土石流",林正忠,06-6852508,是,否,是,True,嘉義,84,11075.667564308547,11.075667564308548
1626,嘉義縣中埔鄉,金蘭村,金蘭村頂山門25號,120.509,23.3703,頂六國小活動中心-室內,金蘭村,100,土石流,黎萬元,05-2394042,是,否,否,True,嘉義,84,12546.278687016917,12.546278687016917
1627,嘉義縣中埔鄉,中埔村,中正路1號,120.509,23.3703,中埔國小-室外,中埔村、頂埔村、龍門村、??村,2500,震災,葉淑欣,05-2531003,否,是,否,True,嘉義,84,12546.278687016917,12.546278687016917
1628,嘉義縣中埔鄉,中埔村,中埔村177號,120.4975,23.3707,中埔國中活動中心-室內,中埔村,500,土石流,何玉翔,05-2531002,是,否,否,True,嘉義,84,11899.196597042637,11.899196597042637
1629,臺南市後壁區,新嘉里,新嘉172號,120.3103,23.3721,臺南市後壁區新嘉社區活動中心,新嘉里,55,水災,張細雲,06-6872284#303,是,否,是,True,新營,72,7395.081278685932,7.395081278685932
1630,臺南市後壁區,仕安里,仕安81號,120.3095,23.3727,臺南市後壁區新東國小,仕安里,400,"水災,震災",林秋美,06-6320902,是,是,是,True,新營,72,7469.460282146145,7.469460282146145
1631,臺南市後壁區,土溝里,土溝56-18號,120.3872,23.3734,臺南市後壁區土溝社區活動中心,土溝里,150,水災,林木己,06-6872284#303,是,否,是,True,新營,72,10367.634983852528,10.367634983852527
1632,嘉義縣鹿草鄉,光潭村,196號,120.28601,23.373691,下潭國小室外,光潭村,250,震災,謝為任,05-3651544-10,否,是,否,True,新營,72,8186.138813065043,8.186138813065043
1633,嘉義縣番路鄉,草山村,22號,120.6371,23.3745,隙頂國小草山分校舊校址-室內,草山村,22,土石流,劉宏基,05-2586331,是,否,否,True,嘉義,84,22372.887812275214,22.372887812275213
1634,嘉義縣鹿草鄉,光潭村,196號,120.286841,23.374584,下潭社區活動中心,本鄉,180,水災,郭海南,05-3651326,是,否,否,True,新營,72,8244.853581688842,8.244853581688842
1635,臺南市白河區,竹門里,竹門113號,120.445,23.3766,竹門國小,竹門里、汴頭里、崎內里,95,"水災,土石流",李雯智,06-6851290,是,否,是,True,嘉義,84,9772.704529613657,9.772704529613657
1636,嘉義縣布袋鎮,岱江里,環河街1號,120.1565,23.3773,九江社區活動中心,岱江里,49,水災,黃水上,05-3475835,是,否,否,True,朴子,66,13498.825459634221,13.49882545963422
1637,臺南市後壁區,菁寮里,菁寮77號,120.3351,23.3785,臺南市後壁區菁寮墨林社區活動中心,菁寮里,100,水災,楊端立,06-6872284#303,是,否,是,True,新營,72,8273.463368884628,8.273463368884627
1638,臺南市後壁區,墨林里,墨林282號,120.339,23.3787,臺南市後壁區菁寮國小,墨林里、菁寮里、後?里,400,"水災,震災",戴淑娟,06-6621271,是,是,是,True,新營,72,8391.843360449817,8.391843360449817
1639,嘉義縣布袋鎮,岑海里,文昌街61號,120.1522,23.3788,布新國小-室內,岑海里,133,水災,陳靖鈞,05-3476886,是,否,否,True,朴子,66,13689.347067076571,13.689347067076572
1640,臺南市後壁區,菁豊里,菁豐68-3號,120.3469,23.3788,臺南市後壁區菁豐社區活動中心,菁豐里,200,水災,楊玉年,06-6872284#303,是,否,是,True,新營,72,8651.49246631629,8.65149246631629
1641,嘉義縣布袋鎮,岑海里,文昌街61號,120.152166,23.378925,布新國小-室外,岑海里,1003,震災,陳靖鈞,05-3476886,否,否,否,True,朴子,66,13682.132875813766,13.682132875813766
1642,嘉義縣義竹鄉,東光村,64號,120.2474,23.3795,光榮國小-室內,東光 東榮 溪洲 龍蛟,70,水災,林秀英校長黃俊璋主任,05-3420104,是,否,否,True,朴子,66,9511.037270770488,9.511037270770489
1643,嘉義縣義竹鄉,東光村,64號,120.2474,23.3795,光榮國小-室外,東光、東榮、溪洲、龍蛟,280,震災,林秀英,05-3420104,否,是,否,True,朴子,66,9511.037270770488,9.511037270770489
1644,臺南市白河區,玉豐里,玉豐85號,120.4159,23.3802,玉豐國小,玉豐里、廣安里、詔安里、蓮潭里,50,"水災,土石流",紀美娟,06-6852524,是,否,是,True,嘉義,84,9718.243011550014,9.718243011550014
1645,花蓮縣玉里鎮,大禹里,大禹226號,121.3289,23.3805,大禹社區活動中心,大禹里,40,"水災,土石流",張添富,03-8886293,是,否,否,True,關山,29,40885.793613384776,40.88579361338478
1647,嘉義縣中埔鄉,中埔村,中埔村中正路1號,120.5307,23.3815,中埔國小活動中心-室內,中埔國小,100,土石流,陳威良,05-2531003,是,否,否,True,嘉義,84,12985.120084123293,12.985120084123293
1648,嘉義縣中埔鄉,同仁村,同仁24號,120.5307,23.3815,同仁國小 室外,同仁村、瑞豐村,600,震災,張勝雄,05-2531205#105,否,是,否,True,嘉義,84,12985.120084123293,12.985120084123293
1649,臺南市後壁區,崁頂里,崁頂38-2號,120.3451,23.3818,臺南市後壁區崁頂社區活動中心,崁頂里,100,水災,黃啟明,06-6872284#303,是,否,是,True,新營,72,8902.82753108391,8.902827531083911
1651,嘉義縣布袋鎮,見龍里,內田2號之4,120.1808,23.382,見龍社區活動中心,見龍里,55,水災,邱弘毓,921551168,是,否,否,True,朴子,66,11495.83317522576,11.49583317522576
1652,嘉義縣布袋鎮,新厝里,65號,120.1712,23.3824,布袋國小-室內,新厝里,140,水災,李天讚,05-3472007,是,否,否,True,朴子,66,12072.129254107253,12.072129254107253
1653,嘉義縣布袋鎮,新厝里,新厝仔65號,120.1712,23.3824,布袋國小-室外,龍江里、新厝里、見龍里、光復里、興中里,1407,震災,李天讚,05-3472007,否,是,否,True,朴子,66,12072.129254107253,12.072129254107253
1654,嘉義縣布袋鎮,東港里,東港136號,120.1933,23.3827,景山國小-室外,東港里、振寮里、考試里、江山里,396,震災,蔡惠芬,05-3472734,否,是,否,True,朴子,66,10717.538863656082,10.717538863656081
1655,嘉義縣阿里山鄉,山美村,61號,120.668975,23.383138,山美國小室內,山美村,100,"水災,震災",溫麗珍,05-2586520,是,是,否,True,嘉義,84,24966.051790614147,24.966051790614145
1656,嘉義縣鹿草鄉,碧潭村,18之3號,120.297035,23.38451,碧潭社區活動中心,本鄉,50,水災,林國軒,05-3651608,是,否,否,True,新營,72,8976.455726744505,8.976455726744506
1657,臺南市後壁區,後?里,後?49-1號,120.3373,23.3846,臺南市後壁區後?社區活動中心,後?里,60,水災,黃正雄,06-6872284#303,是,否,是,True,新營,72,8982.257018046168,8.982257018046168
1658,嘉義縣鹿草鄉,碧潭村,184號,120.299389,23.386773,碧潭國小室外,碧潭村,300,震災,王秋蘭,05-3652001,否,是,否,True,新營,72,9169.54939691922,9.16954939691922
1659,臺南市後壁區,嘉田里,嘉田76號,120.3825,23.3868,臺南市後壁區嘉田嘉民社區活動中心,嘉田里、嘉民里,150,水災,林順福,06-6872284#303,是,否,是,True,嘉義,84,10517.704626198552,10.517704626198553
1660,嘉義縣中埔鄉,沄水村,沄水村竹頭崎20號,120.5195,23.3927,沄水社區活動中心,沄水村,30,土石流,吳金才,05-2693667,是,否,否,True,嘉義,84,11298.403040854493,11.298403040854494
1661,嘉義縣鹿草鄉,重寮村,160號,120.315098,23.393291,重寮國小室外,重寮村,350,震災,翁嘉祿,05-3752544,否,是,否,True,新營,72,9710.137940152154,9.710137940152153
1662,花蓮縣玉里鎮,觀音里,觀音9-1號,121.3573,23.3951,觀音社區活動中心,觀音里,0,"水災,土石流",李貴福,8851223,是,否,是,True,關山,29,43613.37934928525,43.613379349285246
1663,嘉義縣中埔鄉,灣潭村,17鄰1-1號,120.5333,23.3968,灣潭國小 室外,灣潭村,140,土石流,蔡榮松,05-2531660#222,是,否,否,True,嘉義,84,12047.81227941313,12.047812279413131
1664,臺南市白河區,內角里,內角1號,120.4409,23.3973,內角國小,內角里、草店里、甘宅里,280,"水災,土石流",徐俊雄,06-6817363,是,否,是,True,嘉義,84,7472.9057117627935,7.4729057117627935
1665,嘉義縣中埔鄉,瑞豐村,瑞豐村坎?45號,120.5266,23.3992,瑞豐社區活動中心,瑞豐村,30,土石流,范植喜,05-2536830,是,否,否,True,嘉義,84,11349.281080165176,11.349281080165175
